ship_type,fuel_type,engine_type,consumption,year
B,RefPO,ME-LGI,340.0,2040
B,H2,ME-C,216.0,2040
B,H2,ME-GI,202.5,2040
B,H2,ME-LGI,189.0,2040
G,Oil,ME-C,340.0,2040
G,Oil,ME-GI,320.0,2040
G,Oil,ME-LGI,300.0,2040
G,LNG,ME-C,351.0,2040
G,LNG,ME-GI,324.0,2040
G,LNG,ME-LGI,297.0,2040
G,LPG,ME-C,420.0,2040
G,LPG,ME-GI,390.0,2040
G,LPG,ME-LGI,360.0,2040
G,MeOH,ME-C,304.0,2040
G,MeOH,ME-GI,288.0,2040
G,MeOH,ME-LGI,272.0,2040
G,NH3,ME-C,240.0,2040
G,NH3,ME-GI,228.0,2040
G,NH3,ME-LGI,216.0,2040
G,RefPO,ME-C,320.0,2040
G,RefPO,ME-GI,300.0,2040
G,RefPO,ME-LGI,280.0,2040
G,H2,ME-C,236.25,2040
G,H2,ME-GI,225.0,2040
G,H2,ME-LGI,213.75,2040
O,Oil,ME-C,200.0,2040
O,Oil,ME-GI,180.0,2040
O,Oil,ME-LGI,160.0,2040
O,LNG,ME-C,240.0,2040
O,LNG,ME-GI,210.0,2040
O,LNG,ME-LGI,180.0,2040
O,LPG,ME-C,270.0,2040
O,LPG,ME-GI,240.0,2040
O,LPG,ME-LGI,210.0,2040
O,MeOH,ME-C,208.0,2040
O,MeOH,ME-GI,192.0,2040
O,MeOH,ME-LGI,176.0,2040
O,NH3,ME-C,168.0,2040
O,NH3,ME-GI,156.0,2040
O,NH3,ME-LGI,144.0,2040
O,RefPO,ME-C,240.0,2040
O,RefPO,ME-GI,220.0,2040
O,RefPO,ME-LGI,200.0,2040
O,H2,ME-C,180.0,2040
O,H2,ME-GI,168.75,2040
O,H2,ME-LGI,157.5,2040
C,Oil,ME-C,300.0,2041
C,Oil,ME-GI,280.0,2041
C,Oil,ME-LGI,260.0,2041
C,LNG,ME-C,300.0,2041
C,LNG,ME-GI,270.0,2041
C,LNG,ME-LGI,240.0,2041
C,LPG,ME-C,390.0,2041
C,LPG,ME-GI,360.0,2041
C,LPG,ME-LGI,330.0,2041
C,MeOH,ME-C,300.0,2041
C,MeOH,ME-GI,280.0,2041
C,MeOH,ME-LGI,260.0,2041
C,NH3,ME-C,240.0,2041
C,NH3,ME-GI,225.0,2041
C,NH3,ME-LGI,210.0,2041
C,RefPO,ME-C,300.0,2041
C,RefPO,ME-GI,280.0,2041
C,RefPO,ME-LGI,260.0,2041
C,H2,ME-C,225.0,2041
C,H2,ME-GI,210.0,2041
C,H2,ME-LGI,195.0,2041
T,Oil,ME-C,360.0,2041
T,Oil,ME-GI,340.0,2041
T,Oil,ME-LGI,320.0,2041
T,LNG,ME-C,420.0,2041
T,LNG,ME-GI,390.0,2041
T,LNG,ME-LGI,360.0,2041
T,LPG,ME-C,450.0,2041
T,LPG,ME-GI,420.0,2041
T,LPG,ME-LGI,390.0,2041
T,MeOH,ME-C,240.0,2041
T,MeOH,ME-GI,240.0,2041
T,MeOH,ME-LGI,260.0,2041
T,NH3,ME-C,195.0,2041
T,NH3,ME-GI,180.0,2041
T,NH3,ME-LGI,195.0,2041
T,RefPO,ME-C,340.0,2041
T,RefPO,ME-GI,320.0,2041
T,RefPO,ME-LGI,300.0,2041
T,H2,ME-C,255.0,2041
T,H2,ME-GI,255.0,2041
T,H2,ME-LGI,270.0,2041
B,Oil,ME-C,400.0,2041
B,Oil,ME-GI,380.0,2041
B,Oil,ME-LGI,360.0,2041
B,LNG,ME-C,510.0,2041
B,LNG,ME-GI,480.0,2041
B,LNG,ME-LGI,450.0,2041
B,LPG,ME-C,510.0,2041
B,LPG,ME-GI,480.0,2041
B,LPG,ME-LGI,450.0,2041
B,MeOH,ME-C,368.0,2041
B,MeOH,ME-GI,352.0,2041
B,MeOH,ME-LGI,336.0,2041
B,NH3,ME-C,288.0,2041
B,NH3,ME-GI,276.0,2041
B,NH3,ME-LGI,264.0,2041
B,RefPO,ME-C,380.0,2041
B,RefPO,ME-GI,360.0,2041
B,RefPO,ME-LGI,340.0,2041
B,H2,ME-C,216.0,2041
B,H2,ME-GI,202.5,2041
B,H2,ME-LGI,189.0,2041
G,Oil,ME-C,340.0,2041
G,Oil,ME-GI,320.0,2041
G,Oil,ME-LGI,300.0,2041
G,LNG,ME-C,351.0,2041
G,LNG,ME-GI,324.0,2041
G,LNG,ME-LGI,297.0,2041
G,LPG,ME-C,420.0,2041
G,LPG,ME-GI,390.0,2041
G,LPG,ME-LGI,360.0,2041
G,MeOH,ME-C,304.0,2041
G,MeOH,ME-GI,288.0,2041
G,MeOH,ME-LGI,272.0,2041
G,NH3,ME-C,240.0,2041
G,NH3,ME-GI,228.0,2041
G,NH3,ME-LGI,216.0,2041
G,RefPO,ME-C,320.0,2041
G,RefPO,ME-GI,300.0,2041
G,RefPO,ME-LGI,280.0,2041
G,H2,ME-C,236.25,2041
G,H2,ME-GI,225.0,2041
G,H2,ME-LGI,213.75,2041
O,Oil,ME-C,200.0,2041
O,Oil,ME-GI,180.0,2041
O,Oil,ME-LGI,160.0,2041
O,LNG,ME-C,240.0,2041
O,LNG,ME-GI,210.0,2041
O,LNG,ME-LGI,180.0,2041
O,LPG,ME-C,270.0,2041
O,LPG,ME-GI,240.0,2041
O,LPG,ME-LGI,210.0,2041
O,MeOH,ME-C,208.0,2041
O,MeOH,ME-GI,192.0,2041
O,MeOH,ME-LGI,176.0,2041
O,NH3,ME-C,168.0,2041
O,NH3,ME-GI,156.0,2041
O,NH3,ME-LGI,144.0,2041
O,RefPO,ME-C,240.0,2041
O,RefPO,ME-GI,220.0,2041
O,RefPO,ME-LGI,200.0,2041
O,H2,ME-C,180.0,2041
O,H2,ME-GI,168.75,2041
O,H2,ME-LGI,157.5,2041
C,Oil,ME-C,300.0,2042
C,Oil,ME-GI,280.0,2042
C,Oil,ME-LGI,260.0,2042
C,LNG,ME-C,300.0,2042
C,LNG,ME-GI,270.0,2042
C,LNG,ME-LGI,240.0,2042
C,LPG,ME-C,390.0,2042
C,LPG,ME-GI,360.0,2042
C,LPG,ME-LGI,330.0,2042
C,MeOH,ME-C,300.0,2042
C,MeOH,ME-GI,280.0,2042
C,MeOH,ME-LGI,260.0,2042
C,NH3,ME-C,240.0,2042
C,NH3,ME-GI,225.0,2042
C,NH3,ME-LGI,210.0,2042
C,RefPO,ME-C,300.0,2042
C,RefPO,ME-GI,280.0,2042
C,RefPO,ME-LGI,260.0,2042
C,H2,ME-C,225.0,2042
C,H2,ME-GI,210.0,2042
C,H2,ME-LGI,195.0,2042
T,Oil,ME-C,360.0,2042
T,Oil,ME-GI,340.0,2042
T,Oil,ME-LGI,320.0,2042
T,LNG,ME-C,420.0,2042
T,LNG,ME-GI,390.0,2042
T,LNG,ME-LGI,360.0,2042
T,LPG,ME-C,450.0,2042
T,LPG,ME-GI,420.0,2042
T,LPG,ME-LGI,390.0,2042
T,MeOH,ME-C,240.0,2042
T,MeOH,ME-GI,240.0,2042
T,MeOH,ME-LGI,260.0,2042
T,NH3,ME-C,195.0,2042
T,NH3,ME-GI,180.0,2042
T,NH3,ME-LGI,195.0,2042
T,RefPO,ME-C,340.0,2042
T,RefPO,ME-GI,320.0,2042
T,RefPO,ME-LGI,300.0,2042
T,H2,ME-C,255.0,2042
T,H2,ME-GI,255.0,2042
T,H2,ME-LGI,270.0,2042
B,Oil,ME-C,400.0,2042
B,Oil,ME-GI,380.0,2042
B,Oil,ME-LGI,360.0,2042
B,LNG,ME-C,510.0,2042
B,LNG,ME-GI,480.0,2042
B,LNG,ME-LGI,450.0,2042
B,LPG,ME-C,510.0,2042
B,LPG,ME-GI,480.0,2042
B,LPG,ME-LGI,450.0,2042
B,MeOH,ME-C,368.0,2042
B,MeOH,ME-GI,352.0,2042
B,MeOH,ME-LGI,336.0,2042
B,NH3,ME-C,288.0,2042
B,NH3,ME-GI,276.0,2042
B,NH3,ME-LGI,264.0,2042
B,RefPO,ME-C,380.0,2042
B,RefPO,ME-GI,360.0,2042
B,RefPO,ME-LGI,340.0,2042
B,H2,ME-C,216.0,2042
B,H2,ME-GI,202.5,2042
B,H2,ME-LGI,189.0,2042
G,Oil,ME-C,340.0,2042
G,Oil,ME-GI,320.0,2042
G,Oil,ME-LGI,300.0,2042
G,LNG,ME-C,351.0,2042
G,LNG,ME-GI,324.0,2042
G,LNG,ME-LGI,297.0,2042
G,LPG,ME-C,420.0,2042
G,LPG,ME-GI,390.0,2042
G,LPG,ME-LGI,360.0,2042
G,MeOH,ME-C,304.0,2042
G,MeOH,ME-GI,288.0,2042
G,MeOH,ME-LGI,272.0,2042
G,NH3,ME-C,240.0,2042
G,NH3,ME-GI,228.0,2042
G,NH3,ME-LGI,216.0,2042
G,RefPO,ME-C,320.0,2042
G,RefPO,ME-GI,300.0,2042
G,RefPO,ME-LGI,280.0,2042
G,H2,ME-C,236.25,2042
G,H2,ME-GI,225.0,2042
G,H2,ME-LGI,213.75,2042
O,Oil,ME-C,200.0,2042
O,Oil,ME-GI,180.0,2042
O,Oil,ME-LGI,160.0,2042
O,LNG,ME-C,240.0,2042
O,LNG,ME-GI,210.0,2042
O,LNG,ME-LGI,180.0,2042
O,LPG,ME-C,270.0,2042
O,LPG,ME-GI,240.0,2042
O,LPG,ME-LGI,210.0,2042
O,MeOH,ME-C,208.0,2042
O,MeOH,ME-GI,192.0,2042
O,MeOH,ME-LGI,176.0,2042
O,NH3,ME-C,168.0,2042
O,NH3,ME-GI,156.0,2042
O,NH3,ME-LGI,144.0,2042
O,RefPO,ME-C,240.0,2042
O,RefPO,ME-GI,220.0,2042
O,RefPO,ME-LGI,200.0,2042
O,H2,ME-C,180.0,2042
O,H2,ME-GI,168.75,2042
O,H2,ME-LGI,157.5,2042
C,Oil,ME-C,300.0,2043
C,Oil,ME-GI,280.0,2043
C,Oil,ME-LGI,260.0,2043
C,LNG,ME-C,300.0,2043
C,LNG,ME-GI,270.0,2043
C,LNG,ME-LGI,240.0,2043
C,LPG,ME-C,390.0,2043
C,LPG,ME-GI,360.0,2043
C,LPG,ME-LGI,330.0,2043
C,MeOH,ME-C,300.0,2043
C,MeOH,ME-GI,280.0,2043
C,MeOH,ME-LGI,260.0,2043
C,NH3,ME-C,240.0,2043
C,NH3,ME-GI,225.0,2043
C,NH3,ME-LGI,210.0,2043
C,RefPO,ME-C,300.0,2043
C,RefPO,ME-GI,280.0,2043
C,RefPO,ME-LGI,260.0,2043
C,H2,ME-C,225.0,2043
C,H2,ME-GI,210.0,2043
C,H2,ME-LGI,195.0,2043
T,Oil,ME-C,360.0,2043
T,Oil,ME-GI,340.0,2043
T,Oil,ME-LGI,320.0,2043
T,LNG,ME-C,420.0,2043
T,LNG,ME-GI,390.0,2043
T,LNG,ME-LGI,360.0,2043
T,LPG,ME-C,450.0,2043
T,LPG,ME-GI,420.0,2043
T,LPG,ME-LGI,390.0,2043
T,MeOH,ME-C,240.0,2043
T,MeOH,ME-GI,240.0,2043
T,MeOH,ME-LGI,260.0,2043
T,NH3,ME-C,195.0,2043
T,NH3,ME-GI,180.0,2043
T,NH3,ME-LGI,195.0,2043
T,RefPO,ME-C,340.0,2043
T,RefPO,ME-GI,320.0,2043
T,RefPO,ME-LGI,300.0,2043
T,H2,ME-C,255.0,2043
T,H2,ME-GI,255.0,2043
T,H2,ME-LGI,270.0,2043
B,Oil,ME-C,400.0,2043
B,Oil,ME-GI,380.0,2043
B,Oil,ME-LGI,360.0,2043
B,LNG,ME-C,510.0,2043
B,LNG,ME-GI,480.0,2043
B,LNG,ME-LGI,450.0,2043
B,LPG,ME-C,510.0,2043
B,LPG,ME-GI,480.0,2043
B,LPG,ME-LGI,450.0,2043
B,MeOH,ME-C,368.0,2043
B,MeOH,ME-GI,352.0,2043
B,MeOH,ME-LGI,336.0,2043
B,NH3,ME-C,288.0,2043
B,NH3,ME-GI,276.0,2043
B,NH3,ME-LGI,264.0,2043
B,RefPO,ME-C,380.0,2043
B,RefPO,ME-GI,360.0,2043
B,RefPO,ME-LGI,340.0,2043
B,H2,ME-C,216.0,2043
B,H2,ME-GI,202.5,2043
B,H2,ME-LGI,189.0,2043
G,Oil,ME-C,340.0,2043
G,Oil,ME-GI,320.0,2043
G,Oil,ME-LGI,300.0,2043
G,LNG,ME-C,351.0,2043
G,LNG,ME-GI,324.0,2043
G,LNG,ME-LGI,297.0,2043
G,LPG,ME-C,420.0,2043
G,LPG,ME-GI,390.0,2043
G,LPG,ME-LGI,360.0,2043
G,MeOH,ME-C,304.0,2043
G,MeOH,ME-GI,288.0,2043
G,MeOH,ME-LGI,272.0,2043
G,NH3,ME-C,240.0,2043
G,NH3,ME-GI,228.0,2043
G,NH3,ME-LGI,216.0,2043
G,RefPO,ME-C,320.0,2043
G,RefPO,ME-GI,300.0,2043
G,RefPO,ME-LGI,280.0,2043
G,H2,ME-C,236.25,2043
G,H2,ME-GI,225.0,2043
G,H2,ME-LGI,213.75,2043
O,Oil,ME-C,200.0,2043
O,Oil,ME-GI,180.0,2043
O,Oil,ME-LGI,160.0,2043
O,LNG,ME-C,240.0,2043
O,LNG,ME-GI,210.0,2043
O,LNG,ME-LGI,180.0,2043
O,LPG,ME-C,270.0,2043
O,LPG,ME-GI,240.0,2043
O,LPG,ME-LGI,210.0,2043
O,MeOH,ME-C,208.0,2043
O,MeOH,ME-GI,192.0,2043
O,MeOH,ME-LGI,176.0,2043
O,NH3,ME-C,168.0,2043
O,NH3,ME-GI,156.0,2043
O,NH3,ME-LGI,144.0,2043
O,RefPO,ME-C,240.0,2043
O,RefPO,ME-GI,220.0,2043
O,RefPO,ME-LGI,200.0,2043
O,H2,ME-C,180.0,2043
O,H2,ME-GI,168.75,2043
O,H2,ME-LGI,157.5,2043
C,Oil,ME-C,300.0,2044
C,Oil,ME-GI,280.0,2044
C,Oil,ME-LGI,260.0,2044
C,LNG,ME-C,300.0,2044
C,LNG,ME-GI,270.0,2044
C,LNG,ME-LGI,240.0,2044
C,LPG,ME-C,390.0,2044
C,LPG,ME-GI,360.0,2044
C,LPG,ME-LGI,330.0,2044
C,MeOH,ME-C,300.0,2044
C,MeOH,ME-GI,280.0,2044
C,MeOH,ME-LGI,260.0,2044
C,NH3,ME-C,240.0,2044
C,NH3,ME-GI,225.0,2044
C,NH3,ME-LGI,210.0,2044
C,RefPO,ME-C,300.0,2044
C,RefPO,ME-GI,280.0,2044
C,RefPO,ME-LGI,260.0,2044
C,H2,ME-C,225.0,2044
C,H2,ME-GI,210.0,2044
C,H2,ME-LGI,195.0,2044
T,Oil,ME-C,360.0,2044
T,Oil,ME-GI,340.0,2044
T,Oil,ME-LGI,320.0,2044
T,LNG,ME-C,420.0,2044
T,LNG,ME-GI,390.0,2044
T,LNG,ME-LGI,360.0,2044
T,LPG,ME-C,450.0,2044
T,LPG,ME-GI,420.0,2044
T,LPG,ME-LGI,390.0,2044
T,MeOH,ME-C,240.0,2044
T,MeOH,ME-GI,240.0,2044
T,MeOH,ME-LGI,260.0,2044
T,NH3,ME-C,195.0,2044
T,NH3,ME-GI,180.0,2044
T,NH3,ME-LGI,195.0,2044
T,RefPO,ME-C,340.0,2044
T,RefPO,ME-GI,320.0,2044
T,RefPO,ME-LGI,300.0,2044
T,H2,ME-C,255.0,2044
T,H2,ME-GI,255.0,2044
T,H2,ME-LGI,270.0,2044
B,Oil,ME-C,400.0,2044
B,Oil,ME-GI,380.0,2044
B,Oil,ME-LGI,360.0,2044
B,LNG,ME-C,510.0,2044
B,LNG,ME-GI,480.0,2044
B,LNG,ME-LGI,450.0,2044
B,LPG,ME-C,510.0,2044
B,LPG,ME-GI,480.0,2044
B,LPG,ME-LGI,450.0,2044
B,MeOH,ME-C,368.0,2044
B,MeOH,ME-GI,352.0,2044
B,MeOH,ME-LGI,336.0,2044
B,NH3,ME-C,288.0,2044
B,NH3,ME-GI,276.0,2044
B,NH3,ME-LGI,264.0,2044
B,RefPO,ME-C,380.0,2044
B,RefPO,ME-GI,360.0,2044
B,RefPO,ME-LGI,340.0,2044
B,H2,ME-C,216.0,2044
B,H2,ME-GI,202.5,2044
B,H2,ME-LGI,189.0,2044
G,Oil,ME-C,340.0,2044
G,Oil,ME-GI,320.0,2044
G,Oil,ME-LGI,300.0,2044
G,LNG,ME-C,351.0,2044
G,LNG,ME-GI,324.0,2044
G,LNG,ME-LGI,297.0,2044
G,LPG,ME-C,420.0,2044
G,LPG,ME-GI,390.0,2044
G,LPG,ME-LGI,360.0,2044
G,MeOH,ME-C,304.0,2044
G,MeOH,ME-GI,288.0,2044
G,MeOH,ME-LGI,272.0,2044
G,NH3,ME-C,240.0,2044
G,NH3,ME-GI,228.0,2044
G,NH3,ME-LGI,216.0,2044
G,RefPO,ME-C,320.0,2044
G,RefPO,ME-GI,300.0,2044
G,RefPO,ME-LGI,280.0,2044
G,H2,ME-C,236.25,2044
G,H2,ME-GI,225.0,2044
G,H2,ME-LGI,213.75,2044
O,Oil,ME-C,200.0,2044
O,Oil,ME-GI,180.0,2044
O,Oil,ME-LGI,160.0,2044
O,LNG,ME-C,240.0,2044
O,LNG,ME-GI,210.0,2044
O,LNG,ME-LGI,180.0,2044
O,LPG,ME-C,270.0,2044
O,LPG,ME-GI,240.0,2044
O,LPG,ME-LGI,210.0,2044
O,MeOH,ME-C,208.0,2044
O,MeOH,ME-GI,192.0,2044
O,MeOH,ME-LGI,176.0,2044
O,NH3,ME-C,168.0,2044
O,NH3,ME-GI,156.0,2044
O,NH3,ME-LGI,144.0,2044
O,RefPO,ME-C,240.0,2044
O,RefPO,ME-GI,220.0,2044
O,RefPO,ME-LGI,200.0,2044
O,H2,ME-C,180.0,2044
O,H2,ME-GI,168.75,2044
O,H2,ME-LGI,157.5,2044
C,Oil,ME-C,75.0,2045
C,Oil,ME-GI,70.0,2045
C,Oil,ME-LGI,65.0,2045
C,LNG,ME-C,100.0,2045
C,LNG,ME-GI,90.0,2045
C,LNG,ME-LGI,80.0,2045
C,LPG,ME-C,130.0,2045
C,LPG,ME-GI,120.0,2045
C,LPG,ME-LGI,110.0,2045
C,MeOH,ME-C,375.0,2045
C,MeOH,ME-GI,350.0,2045
C,MeOH,ME-LGI,325.0,2045
C,NH3,ME-C,480.0,2045
C,NH3,ME-GI,450.0,2045
C,NH3,ME-LGI,420.0,2045
C,RefPO,ME-C,75.0,2045
C,RefPO,ME-GI,70.0,2045
C,RefPO,ME-LGI,65.0,2045
C,H2,ME-C,450.0,2045
C,H2,ME-GI,420.0,2045
C,H2,ME-LGI,390.0,2045
T,Oil,ME-C,90.0,2045
T,Oil,ME-GI,85.0,2045
T,Oil,ME-LGI,80.0,2045
T,LNG,ME-C,140.0,2045
T,LNG,ME-GI,130.0,2045
T,LNG,ME-LGI,120.0,2045
T,LPG,ME-C,150.0,2045
T,LPG,ME-GI,140.0,2045
T,LPG,ME-LGI,130.0,2045
T,MeOH,ME-C,300.0,2045
T,MeOH,ME-GI,300.0,2045
T,MeOH,ME-LGI,325.0,2045
T,NH3,ME-C,390.0,2045
T,NH3,ME-GI,360.0,2045
T,NH3,ME-LGI,390.0,2045
T,RefPO,ME-C,85.0,2045
T,RefPO,ME-GI,80.0,2045
T,RefPO,ME-LGI,75.0,2045
T,H2,ME-C,510.0,2045
T,H2,ME-GI,510.0,2045
T,H2,ME-LGI,540.0,2045
B,Oil,ME-C,100.0,2045
B,Oil,ME-GI,95.0,2045
B,Oil,ME-LGI,90.0,2045
B,LNG,ME-C,170.0,2045
B,LNG,ME-GI,160.0,2045
B,LNG,ME-LGI,150.0,2045
B,LPG,ME-C,170.0,2045
B,LPG,ME-GI,160.0,2045
B,LPG,ME-LGI,150.0,2045
B,MeOH,ME-C,460.0,2045
B,MeOH,ME-GI,440.0,2045
B,MeOH,ME-LGI,420.0,2045
B,NH3,ME-C,576.0,2045
B,NH3,ME-GI,552.0,2045
B,NH3,ME-LGI,528.0,2045
B,RefPO,ME-C,95.0,2045
B,RefPO,ME-GI,90.0,2045
B,RefPO,ME-LGI,85.0,2045
B,H2,ME-C,432.0,2045
B,H2,ME-GI,405.0,2045
B,H2,ME-LGI,378.0,2045
G,Oil,ME-C,85.0,2045
G,Oil,ME-GI,80.0,2045
G,Oil,ME-LGI,75.0,2045
G,LNG,ME-C,117.0,2045
G,LNG,ME-GI,108.0,2045
G,LNG,ME-LGI,99.0,2045
G,LPG,ME-C,140.0,2045
G,LPG,ME-GI,130.0,2045
G,LPG,ME-LGI,120.0,2045
G,MeOH,ME-C,380.0,2045
G,MeOH,ME-GI,360.0,2045
G,MeOH,ME-LGI,340.0,2045
G,NH3,ME-C,480.0,2045
G,NH3,ME-GI,456.0,2045
G,NH3,ME-LGI,432.0,2045
G,RefPO,ME-C,80.0,2045
G,RefPO,ME-GI,75.0,2045
G,RefPO,ME-LGI,70.0,2045
G,H2,ME-C,472.5,2045
G,H2,ME-GI,450.0,2045
G,H2,ME-LGI,427.5,2045
O,Oil,ME-C,50.0,2045
O,Oil,ME-GI,45.0,2045
O,Oil,ME-LGI,40.0,2045
O,LNG,ME-C,80.0,2045
O,LNG,ME-GI,70.0,2045
O,LNG,ME-LGI,60.0,2045
O,LPG,ME-C,90.0,2045
O,LPG,ME-GI,80.0,2045
O,LPG,ME-LGI,70.0,2045
O,MeOH,ME-C,260.0,2045
O,MeOH,ME-GI,240.0,2045
O,MeOH,ME-LGI,220.0,2045
O,NH3,ME-C,336.0,2045
O,NH3,ME-GI,312.0,2045
O,NH3,ME-LGI,288.0,2045
O,RefPO,ME-C,60.0,2045
O,RefPO,ME-GI,55.0,2045
O,RefPO,ME-LGI,50.0,2045
O,H2,ME-C,360.0,2045
O,H2,ME-GI,337.5,2045
O,H2,ME-LGI,315.0,2045
C,Oil,ME-C,75.0,2046
C,Oil,ME-GI,70.0,2046
C,Oil,ME-LGI,65.0,2046
C,LNG,ME-C,100.0,2046
C,LNG,ME-GI,90.0,2046
C,LNG,ME-LGI,80.0,2046
C,LPG,ME-C,130.0,2046
C,LPG,ME-GI,120.0,2046
C,LPG,ME-LGI,110.0,2046
C,MeOH,ME-C,375.0,2046
C,MeOH,ME-GI,350.0,2046
C,MeOH,ME-LGI,325.0,2046
C,NH3,ME-C,480.0,2046
C,NH3,ME-GI,450.0,2046
C,NH3,ME-LGI,420.0,2046
C,RefPO,ME-C,75.0,2046
C,RefPO,ME-GI,70.0,2046
C,RefPO,ME-LGI,65.0,2046
C,H2,ME-C,450.0,2046
C,H2,ME-GI,420.0,2046
C,H2,ME-LGI,390.0,2046
T,Oil,ME-C,90.0,2046
T,Oil,ME-GI,85.0,2046
T,Oil,ME-LGI,80.0,2046
T,LNG,ME-C,140.0,2046
T,LNG,ME-GI,130.0,2046
T,LNG,ME-LGI,120.0,2046
T,LPG,ME-C,150.0,2046
T,LPG,ME-GI,140.0,2046
T,LPG,ME-LGI,130.0,2046
T,MeOH,ME-C,300.0,2046
T,MeOH,ME-GI,300.0,2046
T,MeOH,ME-LGI,325.0,2046
T,NH3,ME-C,390.0,2046
T,NH3,ME-GI,360.0,2046
T,NH3,ME-LGI,390.0,2046
T,RefPO,ME-C,85.0,2046
T,RefPO,ME-GI,80.0,2046
T,RefPO,ME-LGI,75.0,2046
T,H2,ME-C,510.0,2046
T,H2,ME-GI,510.0,2046
T,H2,ME-LGI,540.0,2046
B,Oil,ME-C,100.0,2046
B,Oil,ME-GI,95.0,2046
B,Oil,ME-LGI,90.0,2046
B,LNG,ME-C,170.0,2046
B,LNG,ME-GI,160.0,2046
B,LNG,ME-LGI,150.0,2046
B,LPG,ME-C,170.0,2046
B,LPG,ME-GI,160.0,2046
B,LPG,ME-LGI,150.0,2046
B,MeOH,ME-C,460.0,2046
B,MeOH,ME-GI,440.0,2046
B,MeOH,ME-LGI,420.0,2046
B,NH3,ME-C,576.0,2046
B,NH3,ME-GI,552.0,2046
B,NH3,ME-LGI,528.0,2046
B,RefPO,ME-C,95.0,2046
B,RefPO,ME-GI,90.0,2046
B,RefPO,ME-LGI,85.0,2046
B,H2,ME-C,432.0,2046
B,H2,ME-GI,405.0,2046
B,H2,ME-LGI,378.0,2046
G,Oil,ME-C,85.0,2046
G,Oil,ME-GI,80.0,2046
G,Oil,ME-LGI,75.0,2046
G,LNG,ME-C,117.0,2046
G,LNG,ME-GI,108.0,2046
G,LNG,ME-LGI,99.0,2046
G,LPG,ME-C,140.0,2046
G,LPG,ME-GI,130.0,2046
G,LPG,ME-LGI,120.0,2046
G,MeOH,ME-C,380.0,2046
G,MeOH,ME-GI,360.0,2046
G,MeOH,ME-LGI,340.0,2046
G,NH3,ME-C,480.0,2046
G,NH3,ME-GI,456.0,2046
G,NH3,ME-LGI,432.0,2046
G,RefPO,ME-C,80.0,2046
G,RefPO,ME-GI,75.0,2046
G,RefPO,ME-LGI,70.0,2046
G,H2,ME-C,472.5,2046
G,H2,ME-GI,450.0,2046
G,H2,ME-LGI,427.5,2046
O,Oil,ME-C,50.0,2046
O,Oil,ME-GI,45.0,2046
O,Oil,ME-LGI,40.0,2046
O,LNG,ME-C,80.0,2046
O,LNG,ME-GI,70.0,2046
O,LNG,ME-LGI,60.0,2046
O,LPG,ME-C,90.0,2046
O,LPG,ME-GI,80.0,2046
O,LPG,ME-LGI,70.0,2046
O,MeOH,ME-C,260.0,2046
O,MeOH,ME-GI,240.0,2046
O,MeOH,ME-LGI,220.0,2046
O,NH3,ME-C,336.0,2046
O,NH3,ME-GI,312.0,2046
O,NH3,ME-LGI,288.0,2046
O,RefPO,ME-C,60.0,2046
O,RefPO,ME-GI,55.0,2046
O,RefPO,ME-LGI,50.0,2046
O,H2,ME-C,360.0,2046
O,H2,ME-GI,337.5,2046
O,H2,ME-LGI,315.0,2046
C,Oil,ME-C,75.0,2047
C,Oil,ME-GI,70.0,2047
C,Oil,ME-LGI,65.0,2047
C,LNG,ME-C,100.0,2047
C,LNG,ME-GI,90.0,2047
C,LNG,ME-LGI,80.0,2047
C,LPG,ME-C,130.0,2047
C,LPG,ME-GI,120.0,2047
C,LPG,ME-LGI,110.0,2047
C,MeOH,ME-C,375.0,2047
C,MeOH,ME-GI,350.0,2047
C,MeOH,ME-LGI,325.0,2047
C,NH3,ME-C,480.0,2047
C,NH3,ME-GI,450.0,2047
C,NH3,ME-LGI,420.0,2047
C,RefPO,ME-C,75.0,2047
C,RefPO,ME-GI,70.0,2047
C,RefPO,ME-LGI,65.0,2047
C,H2,ME-C,450.0,2047
C,H2,ME-GI,420.0,2047
C,H2,ME-LGI,390.0,2047
T,Oil,ME-C,90.0,2047
T,Oil,ME-GI,85.0,2047
T,Oil,ME-LGI,80.0,2047
T,LNG,ME-C,140.0,2047
T,LNG,ME-GI,130.0,2047
T,LNG,ME-LGI,120.0,2047
T,LPG,ME-C,150.0,2047
T,LPG,ME-GI,140.0,2047
T,LPG,ME-LGI,130.0,2047
T,MeOH,ME-C,300.0,2047
T,MeOH,ME-GI,300.0,2047
T,MeOH,ME-LGI,325.0,2047
T,NH3,ME-C,390.0,2047
T,NH3,ME-GI,360.0,2047
T,NH3,ME-LGI,390.0,2047
T,RefPO,ME-C,85.0,2047
T,RefPO,ME-GI,80.0,2047
T,RefPO,ME-LGI,75.0,2047
T,H2,ME-C,510.0,2047
T,H2,ME-GI,510.0,2047
T,H2,ME-LGI,540.0,2047
B,Oil,ME-C,100.0,2047
B,Oil,ME-GI,95.0,2047
B,Oil,ME-LGI,90.0,2047
B,LNG,ME-C,170.0,2047
B,LNG,ME-GI,160.0,2047
B,LNG,ME-LGI,150.0,2047
B,LPG,ME-C,170.0,2047
B,LPG,ME-GI,160.0,2047
B,LPG,ME-LGI,150.0,2047
B,MeOH,ME-C,460.0,2047
B,MeOH,ME-GI,440.0,2047
B,MeOH,ME-LGI,420.0,2047
